"city";"count";"uf";"country";"latitude";"longitude"
"ibicaré";4;"";"brazil";-27.092;-51.365
"ibiraci";4;"";"brazil";-20.462;-47.122
"ibirarema";4;"";"brazil";-22.818;-50.073
"icaraíma";4;"";"brazil";-23.396;-53.614
"iguaraçu";4;"";"brazil";-23.197;-51.828
"ingá";4;"";"brazil";-7.268;-35.613
"inhaúma";4;"";"brazil";-19.491;-44.39
"iretama";4;"";"brazil";-24.424;-52.106
"itaju do colônia";4;"";"brazil";-15.143;-39.724
"jacuí";4;"";"brazil";-21.017;-46.741
"joaquim távora";4;"";"brazil";-23.499;-49.905
"juruaia";4;"";"brazil";-21.253;-46.577
"livramento de nossa senhora";4;"";"brazil";-13.643;-41.841
"lupionópolis";4;"";"brazil";-22.755;-51.657
"macaubal";4;"";"brazil";-20.806;-49.964
"mamborê";4;"";"brazil";-24.319;-52.53
"maracaí";4;"";"brazil";-22.611;-50.667
"mar de espanha";4;"";"brazil";-21.867;-43.01
"mariano moro";4;"";"brazil";-27.354;-52.147
"marliéria";4;"";"brazil";-19.712;-42.732
"martinho campos";4;"";"brazil";-19.332;-45.237
"marumbi";4;"";"brazil";-23.706;-51.639
"miranda";4;"";"brazil";-20.241;-56.378
"monsenhor paulo";4;"";"brazil";-21.758;-45.541
"monte azul";4;"";"brazil";-15.155;-42.875
"morretes";4;"";"brazil";-25.477;-48.834
"mossâmedes";4;"";"brazil";-16.127;-50.215
"nova soure";4;"";"brazil";-11.233;-38.483
"paim filho";4;"";"brazil";-27.711;-51.761
"palmeira d'oeste";4;"";"brazil";-20.416;-50.762
"paraibuna";4;"";"brazil";-23.386;-45.662
"parambu";4;"";"brazil";-6.211;-40.694
"paripiranga";4;"";"brazil";-10.688;-37.862
"pedra";4;"";"brazil";-8.497;-36.941
"pedregulho";4;"";"brazil";-20.257;-47.477
"pedro afonso";4;"";"brazil";-8.968;-48.175
"pocrane";4;"";"brazil";-19.62;-41.637
"ponte serrada";4;"";"brazil";-26.872;-52.016
"porteirinha";4;"";"brazil";-15.743;-43.028
"porto nacional";4;"";"brazil";-10.708;-48.417
"primeiro de maio";4;"";"brazil";-22.851;-51.028
"princesa isabel";4;"";"brazil";-7.737;-37.993
"putinga";4;"";"brazil";-29.002;-52.154
"quebrangulo";4;"";"brazil";-9.319;-36.471
"queimadas";4;"";"brazil";-10.978;-39.624
"rancho alegre";4;"";"brazil";-23.07;-50.913
"regeneração";4;"";"brazil";-6.238;-42.688
"rio novo";4;"";"brazil";-21.458;-43.125
"rio vermelho";4;"";"brazil";-18.294;-43.009
"rodeio";4;"";"brazil";-26.923;-49.366
"roncador";4;"";"brazil";-24.603;-52.275
"rondinha";4;"";"brazil";-27.828;-52.91
"rondon";4;"";"brazil";-23.411;-52.761
"sales oliveira";4;"";"brazil";-20.772;-47.838
"santa isabel do ivaí";4;"";"brazil";-23.003;-53.197
"santa margarida";4;"";"brazil";-20.384;-42.251
"são benedito";4;"";"brazil";-4.049;-40.865
"são bento do sapucaí";4;"";"brazil";-22.689;-45.731
"são bernardo";4;"";"brazil";-3.361;-42.418
"são domingos do sul";4;"";"brazil";-28.531;-51.888
"são félix";4;"";"brazil";-12.605;-38.972
"são joão do caiuá";4;"";"brazil";-22.852;-52.337
"são joão evangelista";4;"";"brazil";-18.548;-42.763
"são jorge do ivaí";4;"";"brazil";-23.433;-52.293
"são josé do ouro";4;"";"brazil";-27.769;-51.594
"são lourenço do oeste";4;"";"brazil";-26.359;-52.851
"são mamede";4;"";"brazil";-6.927;-37.096
"são paulo das missões";4;"";"brazil";-28.021;-54.936
"são tiago";4;"";"brazil";-20.913;-44.509
"são vicente de minas";4;"";"brazil";-21.713;-44.444
"são vicente ferrer";4;"";"brazil";-2.894;-44.88
"sertaneja";4;"";"brazil";-23.037;-50.838
"severiano de almeida";4;"";"brazil";-27.433;-52.116
"tabapuã";4;"";"brazil";-20.964;-49.032
"tarumirim";4;"";"brazil";-19.281;-42.007
"tiros";4;"";"brazil";-19.004;-45.964
"tombos";4;"";"brazil";-20.905;-42.023
"turmalina";4;"";"brazil";-17.286;-42.73
"urutaí";4;"";"brazil";-17.464;-48.203
"vargem bonita";4;"";"brazil";-20.327;-46.366
"sena madureira";3;"acre";"brazil";-9.06341;-68.67245
"porto calvo";3;"alagoas";"brazil";-9.045;-35.39833
"santana do ipanema";3;"alagoas";"brazil";-9.37833;-37.24528
"mulhouse";3;"alsace";"france";47.75;7.33333
"coari";3;"amazonas";"brazil";-4.085;-63.14139
"são gabriel da cachoeira";3;"amazonas";"brazil";-0.1181;-67.08527
"tefé";3;"amazonas";"brazil";-3.36841;-64.72054
"foggia";3;"apulia";"italy";41.45845;15.55188
"clermont-ferrand";3;"auvergne";"france";45.77966;3.08628
"esslingen";3;"baden-württemberg region";"germany";48.73961;9.30473
"bern";3;"bern";"switzerland";46.94809;7.44744
"boaco";3;"boaco";"nicaragua";12.47224;-85.6586
"duitama";3;"boyacá";"colombia";5.8245;-73.03408
"guimarães";3;"braga";"portugal";41.44443;-8.29619
"bremen";3;"bremen";"germany";53.07516;8.80777
"rennes";3;"brittany";"france";48.11198;-1.67429
"callao";3;"callao";"peru";-12.05659;-77.11814
"tarragona";3;"catalonia";"spain";41.11667;1.25
"popayán";3;"cauca";"colombia";2.43823;-76.61316
"guaraciaba do norte";3;"ceará";"brazil";-4.16694;-40.7475
"resistencia";3;"chaco";"argentina";-27.46056;-58.98389
"villa maría";3;"córdoba";"argentina";-32.40751;-63.24016
"fusagasuga";3;"cundinamarca";"colombia";4.33646;-74.36378
"caldas";3;"departamento de antioquia";"colombia";6.09106;-75.63569
"modena";3;"emilia-romagna";"italy";44.64783;10.92539
"barra";3;"estado de bahía";"brazil";-11.08944;-43.14167
"buerarema";3;"estado de bahía";"brazil";-14.95944;-39.29972
"canavieiras";3;"estado de bahía";"brazil";-15.675;-38.94722
"entre rios";3;"estado de bahía";"brazil";-11.94194;-38.08444
"ibotirama";3;"estado de bahía";"brazil";-12.18528;-43.22056
"jaguarari";3;"estado de bahía";"brazil";-10.26389;-40.19583
"maracás";3;"estado de bahía";"brazil";-13.44111;-40.43083
"medeiros neto";3;"estado de bahía";"brazil";-17.37389;-40.22056
"piritiba";3;"estado de bahía";"brazil";-11.73028;-40.55528
"riachão do jacuípe";3;"estado de bahía";"brazil";-11.80694;-39.38556
"tucano";3;"estado de bahía";"brazil";-10.96306;-38.78667
"coxim";3;"estado de mato grosso do sul";"brazil";-18.50667;-54.76
"barquisimeto";3;"estado lara";"venezuela";10.07389;-69.32278
"besançon";3;"franche-comté";"france";47.24878;6.01815
"trieste";3;"friuli venezia giulia";"italy";45.64325;13.7903
"udine";3;"friuli venezia giulia";"italy";46.0637;13.24458
"ribeira";3;"galicia";"spain";42.74611;-8.44392
"santiago de compostela";3;"galicia";"spain";42.88052;-8.54569
"cristalina";3;"goiás";"brazil";-16.76861;-47.61361
"rubiataba";3;"goiás";"brazil";-15.16444;-49.80333
"guantánamo";3;"guantánamo";"cuba";20.14444;-75.20917
"wiesbaden";3;"hesse";"germany";50.08258;8.24932
"melun";3;"île-de-france";"france";48.53333;2.66667
"nîmes";3;"languedoc-roussillon";"france";43.83333;4.35
"leiria";3;"leiria";"portugal";39.74362;-8.80705
"busto arsizio";3;"lombardy";"italy";45.61128;8.84914
"como";3;"lombardy";"italy";45.80079;9.08065
"varese";3;"lombardy";"italy";45.81934;8.82223
"metz";3;"lorraine";"france";49.11911;6.17269
"central";3;"louisiana";"united states";30.55435;-91.03677
"braunschweig";3;"lower saxony";"germany";52.26594;10.52673
"alcalá de henares";3;"madrid";"spain";40.48205;-3.35996
"managua";3;"managua";"nicaragua";12.13282;-86.2504
"arari";3;"maranhão";"brazil";-3.45361;-44.78
"buriti bravo";3;"maranhão";"brazil";-5.83722;-43.83361
"dom pedro";3;"maranhão";"brazil";-5.03749;-44.43857
"grajaú";3;"maranhão";"brazil";-5.81944;-46.13861
"itapecuru mirim";3;"maranhão";"brazil";-3.3925;-44.35861
"lago da pedra";3;"maranhão";"brazil";-4.28674;-45.23824
"tuntum";3;"maranhão";"brazil";-5.25806;-44.64889
"baltimore";3;"maryland";"united states";39.29038;-76.61219
"diamantino";3;"mato grosso";"brazil";-14.40861;-56.44611
"detroit";3;"michigan";"united states";42.33143;-83.04575
"toulouse";3;"midi-pyrénées";"france";43.60426;1.44367
"brumadinho";3;"minas gerais";"brazil";-20.14333;-44.19972
"jequitinhonha";3;"minas gerais";"brazil";-16.43389;-41.00333
"lagoa santa";3;"minas gerais";"brazil";-19.63006;-43.9009
"matozinhos";3;"minas gerais";"brazil";-19.55778;-44.08139
"ouro branco";3;"minas gerais";"brazil";-20.52334;-43.69486
"são gonçalo do sapucaí";3;"minas gerais";"brazil";-21.89222;-45.59528
"moquegua";3;"moquegua";"peru";-17.19832;-70.93567
"new delhi";3;"nct";"india";28.63576;77.22445
"valenciennes";3;"nord-pas-de-calais";"france";50.35;3.53333
"cúcuta";3;"norte de santander";"colombia";7.89391;-72.50782
"breda";3;"north brabant";"netherlands";51.58656;4.77596
"haarlem";3;"north holland";"netherlands";52.38084;4.63683
"rheine";3;"north rhine-westphalia";"germany";52.28509;7.44055
"monterrey";3;"nuevo león";"mexico";25.67507;-100.31847
"akure";3;"ondo";"nigeria";7.25256;5.19312
"ibaiti";3;"paraná";"brazil";-23.84861;-50.18778
"jaguariaíva";3;"paraná";"brazil";-24.24423;-49.70932
"abreu e lima";3;"pernambuco";"brazil";-7.91167;-34.90278
"água preta";3;"pernambuco";"brazil";-8.7075;-35.53056
"escada";3;"pernambuco";"brazil";-8.35917;-35.22361
"igarassu";3;"pernambuco";"brazil";-7.83417;-34.90639
"lajedo";3;"pernambuco";"brazil";-8.66361;-36.32
"ribeirão";3;"pernambuco";"brazil";-8.51444;-35.37778
"esperantina";3;"piauí";"brazil";-3.90167;-42.23361
"união";3;"piauí";"brazil";-4.58583;-42.86417
"portalegre";3;"portalegre";"portugal";39.29379;-7.43122
"matosinhos";3;"porto";"portugal";41.18207;-8.68908
"vila nova de gaia";3;"porto";"portugal";41.13363;-8.61742
"puebla";3;"puebla";"mexico";19.04334;-98.20193
"québec";3;"quebec";"canada";46.81228;-71.21454
"brisbane";3;"queensland";"australia";-27.46794;153.02809
"mainz";3;"rheinland-pfalz";"germany";49.98419;8.2791
"cachoeiras de macacu";3;"rio de janeiro";"brazil";-22.4625;-42.65306
"itaboraí";3;"rio de janeiro";"brazil";-22.74444;-42.85944
"japeri";3;"rio de janeiro";"brazil";-22.64306;-43.65333
"joão câmara";3;"rio grande do norte";"brazil";-5.5375;-35.81972
"são josé de mipibu";3;"rio grande do norte";"brazil";-6.07472;-35.23778
"carlos barbosa";3;"rio grande do sul";"brazil";-29.2975;-51.50361
"sapucaia";3;"rio grande do sul";"brazil";-29.83333;-51.15
"cipolletti";3;"río negro";"argentina";-38.93392;-67.99032
"rafaela";3;"santa fe";"argentina";-31.25033;-61.4867
"santiago del estero";3;"santiago del estero";"argentina";-27.79511;-64.26149
"iguape";3;"são paulo";"brazil";-24.70806;-47.55528
"itaquaquecetuba";3;"são paulo";"brazil";-23.48611;-46.34833
"mairinque";3;"são paulo";"brazil";-23.54583;-47.18333
"pirapozinho";3;"são paulo";"brazil";-22.27528;-51.5
"santa gertrudes";3;"são paulo";"brazil";-22.45667;-47.53028
"sumaré";3;"são paulo";"brazil";-22.82194;-47.26694
"teodoro sampaio";3;"são paulo";"brazil";-22.5325;-52.1675
"cagliari";3;"sardinia";"italy";39.23054;9.11917
"kiel";3;"schleswig-holstein";"germany";54.32133;10.13489
"simão dias";3;"sergipe";"brazil";-10.73833;-37.81111
"karachi";3;"sindh";"pakistan";24.9056;67.0822
"trondheim";3;"sør-trøndelag";"norway";63.43049;10.39506
"adelaide";3;"south australia";"australia";-34.92866;138.59863
"stockholm";3;"stockholm";"sweden";59.33258;18.0649
"graz";3;"styria";"austria";47.06667;15.45
"tehrān";3;"tehrān";"iran";35.69439;51.42151
"tel aviv";3;"tel aviv";"israel";32.08088;34.78057
"mexico city";3;"the federal district";"mexico";19.42847;-99.12766
"innsbruck";3;"tyrol";"austria";47.26266;11.39454
"vicenza";3;"veneto";"italy";45.54672;11.5475
"liège";3;"walloon region";"belgium";50.63373;5.56749
"namur";3;"walloon region";"belgium";50.4669;4.86746
"acajutiba";3;"";"brazil";-11.662;-38.017
"aguanil";3;"";"brazil";-20.943;-45.393
"aiuruoca";3;"";"brazil";-21.976;-44.603
"alfredo chaves";3;"";"brazil";-20.635;-40.75
"alfredo marcondes";3;"";"brazil";-21.955;-51.413
"alta floresta";3;"";"brazil";-9.876;-56.086
"alto piquiri";3;"";"brazil";-24.028;-53.441
"antas";3;"";"brazil";-10.4;-38.333
"araçagi";3;"";"brazil";-6.853;-35.381
"aramina";3;"";"brazil";-20.09;-47.786
"arceburgo";3;"";"brazil";-21.364;-46.94
"areal";3;"";"brazil";-22.231;-43.106
"areias";3;"";"brazil";-22.58;-44.697
"arroio trinta";3;"";"brazil";-26.933;-51.339
"avaí";3;"";"brazil";-22.147;-49.333
"avanhandava";3;"";"brazil";-21.461;-49.95
"baixa grande";3;"";"brazil";-11.96;-40.168
"barbosa ferraz";3;"";"brazil";-24.03;-52.012
"bela cruz";3;"";"brazil";-3.051;-40.168
"belém do brejo do cruz";3;"";"brazil";-6.189;-37.536
"belmonte";3;"";"brazil";-15.863;-38.883
"beneditinos";3;"";"brazil";-5.455;-42.36
"bossoroca";3;"";"brazil";-28.73;-54.9
"bueno brandão";3;"";"brazil";-22.441;-46.351
"buritama";3;"";"brazil";-21.066;-50.147
"buriti";3;"";"brazil";-3.942;-42.925
"cabo de santo agostinho";3;"";"brazil";-8.287;-35.035
"cachoeira de minas";3;"";"brazil";-22.355;-45.779
"caetanópolis";3;"";"brazil";-19.295;-44.419
"cajari";3;"";"brazil";-3.321;-45.011
"camacan";3;"";"brazil";-15.419;-39.496
"camboriú";3;"";"brazil";-27.025;-48.654
"cambuquira";3;"";"brazil";-21.852;-45.296
"campo alegre de lourdes";3;"";"brazil";-9.516;-43.011
"campo erê";3;"";"brazil";-26.394;-53.078
"campo limpo paulista";3;"";"brazil";-23.206;-46.784
"campos altos";3;"";"brazil";-19.696;-46.171
"caputira";3;"";"brazil";-20.172;-42.271
"caravelas";3;"";"brazil";-17.732;-39.266
"cascalho rico";3;"";"brazil";-18.576;-47.877
"castilho";3;"";"brazil";-20.872;-51.488
"centralina";3;"";"brazil";-18.584;-49.199
"cerro corá";3;"";"brazil";-6.046;-36.346
"chapada dos guimarães";3;"";"brazil";-15.461;-55.75
"chaves";3;"";"brazil";-0.16;-49.988
"clementina";3;"";"brazil";-21.56;-50.449
"conceição do castelo";3;"";"brazil";-20.368;-41.244
"congonhinhas";3;"";"brazil";-23.551;-50.554
"coroaci";3;"";"brazil";-18.622;-42.286
"corrente";3;"";"brazil";-10.443;-45.162
"cristais paulista";3;"";"brazil";-20.397;-47.42
"delfim moreira";3;"";"brazil";-22.509;-45.28
"dois irmãos";3;"";"brazil";-29.58;-51.085
"dom aquino";3;"";"brazil";-15.811;-54.918
"douradina";3;"";"brazil";-22.04;-54.613
"echaporã";3;"";"brazil";-22.429;-50.201
"elesbão veloso";3;"";"brazil";-6.202;-42.14
"elias fausto";3;"";"brazil";-23.043;-47.374
"engenheiro paulo de frontin";3;"";"brazil";-22.55;-43.678
"eunápolis";3;"";"brazil";-16.378;-39.58
"farias brito";3;"";"brazil";-6.931;-39.566
"faxinal";3;"";"brazil";-24.001;-51.32
"feijó";3;"";"brazil";-8.164;-70.354
"florestal";3;"";"brazil";-19.889;-44.433
"florestópolis";3;"";"brazil";-22.863;-51.387
"fraiburgo";3;"";"brazil";-27.026;-50.921
"gália";3;"";"brazil";-22.291;-49.553
"gastão vidigal";3;"";"brazil";-20.799;-50.187
"general câmara";3;"";"brazil";-29.905;-51.76
"governador mangabeira";3;"";"brazil";-12.602;-39.043
"gravatal";3;"";"brazil";-28.331;-49.035
"grupiara";3;"";"brazil";-18.494;-47.722
"guajará-mirim";3;"";"brazil";-10.783;-65.339
"guarujá do sul";3;"";"brazil";-26.385;-53.528
"guia lopes da laguna";3;"";"brazil";-21.458;-56.114
"iconha";3;"";"brazil";-20.793;-40.811
"igaracy";3;"";"brazil";-7.181;-38.149
"igarapé-açu";3;"";"brazil";-1.127;-47.618
"iguatama";3;"";"brazil";-20.174;-45.711
"indiana";3;"";"brazil";-22.174;-51.252
"ipumirim";3;"";"brazil";-27.077;-52.136
"irapuã";3;"";"brazil";-21.279;-49.409
"irapuru";3;"";"brazil";-21.571;-51.345
"irituia";3;"";"brazil";-1.769;-47.439
"itacarambi";3;"";"brazil";-15.102;-44.092
"itaguara";3;"";"brazil";-20.392;-44.488
"itajobi";3;"";"brazil";-21.318;-49.054
"italva";3;"";"brazil";-21.421;-41.691
"itambacuri";3;"";"brazil";-18.031;-41.685
"itamogi";3;"";"brazil";-21.078;-47.048
"itarana";3;"";"brazil";-19.874;-40.875
"itiquira";3;"";"brazil";-17.209;-54.15
"itutinga";3;"";"brazil";-21.298;-44.658
"jaborá";3;"";"brazil";-27.176;-51.734
"jacundá";3;"";"brazil";-4.451;-49.116
"jaguaruna";3;"";"brazil";-28.615;-49.026
"jandaia";3;"";"brazil";-17.049;-50.146
"janduís";3;"";"brazil";-6.016;-37.409
"japaratuba";3;"";"brazil";-10.593;-36.94
"jóia";3;"";"brazil";-28.647;-54.122
"juazeirinho";3;"";"brazil";-7.068;-36.578
"juquiá";3;"";"brazil";-24.321;-47.635
"lutécia";3;"";"brazil";-22.34;-50.392
"macaparana";3;"";"brazil";-7.555;-35.453
"macarani";3;"";"brazil";-15.568;-40.423
"macaúbas";3;"";"brazil";-13.019;-42.699
"machadinho";3;"";"brazil";-27.567;-51.668
"malta";3;"";"brazil";-6.904;-37.522
"manduri";3;"";"brazil";-23.003;-49.322
"maraial";3;"";"brazil";-8.803;-35.829
"mariópolis";3;"";"brazil";-26.355;-52.559
"marmeleiro";3;"";"brazil";-26.149;-53.026
"massapê";3;"";"brazil";-3.523;-40.343
"mata";3;"";"brazil";-29.566;-54.46
"maximiliano de almeida";3;"";"brazil";-27.632;-51.803
"meleiro";3;"";"brazil";-28.829;-49.636
"minduri";3;"";"brazil";-21.682;-44.604
"mirabela";3;"";"brazil";-16.263;-44.164
"miraí";3;"";"brazil";-21.195;-42.614
"missal";3;"";"brazil";-25.092;-54.248
"moiporá";3;"";"brazil";-16.546;-50.739
"mucurici";3;"";"brazil";-18.093;-40.516
"murutinga do sul";3;"";"brazil";-20.993;-51.278
"mutum";3;"";"brazil";-19.8;-41.438
"nioaque";3;"";"brazil";-21.135;-55.83
"nova bréscia";3;"";"brazil";-29.214;-52.028
"nova canaã";3;"";"brazil";-14.794;-40.142
"nova iorque";3;"";"brazil";-6.734;-44.044
"nova veneza";3;"";"brazil";-28.637;-49.498
"ourizona";3;"";"brazil";-23.405;-52.199
"ouro verde";3;"";"brazil";-21.489;-51.7
"ouvidor";3;"";"brazil";-18.234;-47.839
"palmácia";3;"";"brazil";-4.15;-38.846
"palmas de monte alto";3;"";"brazil";-14.267;-43.162
"palma sola";3;"";"brazil";-26.348;-53.278
"paraopeba";3;"";"brazil";-19.274;-44.404
"passira";3;"";"brazil";-7.995;-35.581
"paudalho";3;"";"brazil";-7.897;-35.18
"paula cândido";3;"";"brazil";-20.874;-42.98
"paulo de faria";3;"";"brazil";-20.031;-49.383
"paulo lopes";3;"";"brazil";-27.962;-48.684
"pedralva";3;"";"brazil";-22.243;-45.466
"perdizes";3;"";"brazil";-19.353;-47.293
"pereiro";3;"";"brazil";-6.045;-38.461
"pérola";3;"";"brazil";-23.805;-53.684
"petrolândia";3;"";"brazil";-27.535;-49.698
"piaçabuçu";3;"";"brazil";-10.406;-36.434
"piacatu";3;"";"brazil";-21.592;-50.599
"piancó";3;"";"brazil";-7.198;-37.929
"pio ix";3;"";"brazil";-6.838;-40.579
"pirajuba";3;"";"brazil";-19.907;-48.701
"piranga";3;"";"brazil";-20.685;-43.3
"piranhas";3;"";"brazil";-9.624;-37.757
"pouso redondo";3;"";"brazil";-27.258;-49.934
"querência do norte";3;"";"brazil";-23.084;-53.484
"quintana";3;"";"brazil";-22.073;-50.308
"recreio";3;"";"brazil";-21.525;-42.469
"remanso";3;"";"brazil";-9.622;-42.081
"rialma";3;"";"brazil";-15.315;-49.584
"ribas do rio pardo";3;"";"brazil";-20.443;-53.759
"ribeirão do sul";3;"";"brazil";-22.784;-49.934
"rio das antas";3;"";"brazil";-26.899;-51.074
"rio de contas";3;"";"brazil";-13.579;-41.811
"rio do campo";3;"";"brazil";-26.949;-50.141
"rio do prado";3;"";"brazil";-16.608;-40.57
"rio espera";3;"";"brazil";-20.855;-43.474
"rio novo do sul";3;"";"brazil";-20.863;-40.936
"rodeiro";3;"";"brazil";-21.2;-42.865
"rubiácea";3;"";"brazil";-21.301;-50.727
"sabáudia";3;"";"brazil";-23.318;-51.553
"salesópolis";3;"";"brazil";-23.532;-45.846
"santa branca";3;"";"brazil";-23.397;-45.884
"santa cruz da conceição";3;"";"brazil";-22.14;-47.452
"santa tereza";3;"";"brazil";-29.169;-51.735
"santo antônio";3;"";"brazil";-6.311;-35.479
"são domingos do prata";3;"";"brazil";-19.865;-42.968
"são gonçalo dos campos";3;"";"brazil";-12.433;-38.967
"são joão do paraíso";3;"";"brazil";-15.314;-42.014
"são joão do rio do peixe";3;"";"brazil";-6.729;-38.449
"são joão do sabugi";3;"";"brazil";-6.718;-37.201
"são josé da bela vista";3;"";"brazil";-20.593;-47.64
"são josé do sabugi";3;"";"brazil";-6.776;-36.799
"são miguel";3;"";"brazil";-6.212;-38.497
"são sebastião da grama";3;"";"brazil";-21.711;-46.821
"são sebastião do alto";3;"";"brazil";-21.957;-42.135
"são tomás de aquino";3;"";"brazil";-20.784;-47.098
"sapeaçu";3;"";"brazil";-12.728;-39.182
"saudades";3;"";"brazil";-26.924;-53.003
"serafina corrêa";3;"";"brazil";-28.712;-51.935
"serra do navio";3;"";"brazil";0.896;-52.002
"serra dourada";3;"";"brazil";-12.761;-43.95
"sertão";3;"";"brazil";-27.98;-52.26
"siderópolis";3;"";"brazil";-28.598;-49.424
"simonésia";3;"";"brazil";-20.124;-42.001
"simplício mendes";3;"";"brazil";-7.854;-41.91
"sombrio";3;"";"brazil";-29.104;-49.629
"sumidouro";3;"";"brazil";-22.05;-42.675
"tacaratu";3;"";"brazil";-9.106;-38.15
"tanquinho";3;"";"brazil";-11.979;-39.104
"tapiratiba";3;"";"brazil";-21.468;-46.749
"touros";3;"";"brazil";-5.199;-35.461
"traipu";3;"";"brazil";-9.971;-37.003
"tuneiras do oeste";3;"";"brazil";-23.871;-52.876
"urandi";3;"";"brazil";-14.771;-42.655
"uruana";3;"";"brazil";-15.498;-49.688
"vargem alta";3;"";"brazil";-20.671;-41.007
"venda nova do imigrante";3;"";"brazil";-20.34;-41.135
"vianópolis";3;"";"brazil";-16.742;-48.516
"victor graeff";3;"";"brazil";-28.56;-52.748
"vitorino";3;"";"brazil";-26.277;-52.784
"vitorino freire";3;"";"brazil";-4.282;-45.251
"xapuri";3;"";"brazil";-10.652;-68.504
"delmiro gouveia";2;"alagoas";"brazil";-9.38861;-37.99917
"maragogi";2;"alagoas";"brazil";-9.01222;-35.2225
"murici";2;"alagoas";"brazil";-9.30667;-35.94333
"colmar";2;"alsace";"france";48.08333;7.36667
"barnaul";2;"altayskiy";"russia";53.36056;83.76361
"santana";2;"amapá";"brazil";-0.05833;-51.18167
