;Label;Modularity Class;City;State;Country;In-Degree;Out-Degree;Degree;Weighted Degree;Weighted In-Degree;Weighted Out-Degree;;;;
;empresa brasileira de pesquisa agropecuaria;instituition;macapa;amapa;brazil;7;0;7;9;9;0;;;;
;universidade da beira interior;instituition;covilha;castelo branco;portugal;6;0;6;9;9;0;;;;
;faculdade assis gurgacz;instituition;cascavel;parana;brazil;6;0;6;9;9;0;;;;
;faculdade de letras da universidade do porto;instituition;porto;porto;portugal;4;0;4;9;9;0;;;;
;politecnico di milano;instituition;milano;lombardy;italy;9;0;9;9;9;0;;;;
;instituto superior tecnico;instituition;lisbon;lisbon;portugal;9;0;9;9;9;0;;;;
;university of illinois at urbana champaign;instituition;champaign;illinois;united states;9;0;9;9;9;0;;;;
;george washington university;instituition;washington d c;washington, d,c,;united states;6;0;6;9;9;0;;;;
;faculdades integradas de ourinhos;instituition;ourinhos;sao paulo;brazil;7;0;7;9;9;0;;;;
;university of georgia;instituition;athens;georgia;united states;9;0;9;9;9;0;;;;
;universitat stuttgart;instituition;stuttgart;baden-wí_rttemberg region;germany;7;0;7;9;9;0;;;;
;faculdade sao luis;instituition;brusque;santa catarina;brazil;7;0;7;9;9;0;;;;
;university of texas system;instituition;austin;texas;united states;8;0;8;9;9;0;;;;
;florida state university;instituition;tallahassee;florida;united states;9;0;9;9;9;0;;;;
;universite claude bernarde lyon 1;instituition;villeurbanne;rhíÇne-alpes;france;8;0;8;9;9;0;;;;
;lancaster university;instituition;lancaster;england;united kingdom;9;0;9;9;9;0;;;;
;universidade estadual de alagoas;instituition;arapiraca;alagoas;brazil;5;0;5;9;9;0;;;;
;university of essex;instituition;colchester;england;united kingdom;8;0;8;9;9;0;;;;
;university of st andrews;instituition;saint andrews;scotland;united kingdom;8;0;8;9;9;0;;;;
;australian national university;instituition;melbourne;victoria;australia;8;0;8;9;9;0;;;;
;centro universitario paulistano;instituition;sao paulo;sao paulo;brazil;4;0;4;9;9;0;;;;
;universidade federal do abc;instituition;santo andre;sao paulo;brazil;9;0;9;9;9;0;;;;
;hospital das clinicas da faculdade de medicina da usp;instituition;sao paulo;sao paulo;brazil;4;0;4;9;9;0;;;;
;universidade federal do rio grande do norte;instituition;natal;rio grande do norte;brazil;9;0;9;9;9;0;;;;
;pontificia universidade catolica de sao paulo;instituition;sao paulo;sao paulo;brazil;8;0;8;9;9;0;;;;
;policia militar do estado de sao paulo;instituition;sao paulo;sao paulo;brazil;4;0;4;9;9;0;;;;
;instituto nacional de pesquisas espaciais;instituition;sao jose dos campos;sao paulo;brazil;8;0;8;9;9;0;;;;
;centre national de la recherche scientifique;instituition;paris;í¬le-de-france;france;6;0;6;9;9;0;;;;
;faculdade cenecista de varginha;instituition;varginha;minas gerais;brazil;7;0;7;9;9;0;;;;
;institut de recherche pour le developpement;instituition;bondy;í¬le-de-france;france;6;0;6;9;9;0;;;;
;faculdade de direito de varginha;instituition;varginha;minas gerais;brazil;8;0;8;9;9;0;;;;
;escola superior de educacao fisica de jundiai;instituition;jundiai;sao paulo;brazil;6;0;6;9;9;0;;;;
;centro universitario padre anchieta;instituition;jundiai;sao paulo;brazil;3;0;3;9;9;0;;;;
;centro universitario da fundacao educacional guaxupe;instituition;guaxupe;minas gerais;brazil;5;0;5;9;9;0;;;;
;universidade paulista;instituition;sao paulo;sao paulo;brazil;5;0;5;8;8;0;;;;
;associacao paulista de cirurgioes dentistas;instituition;sao paulo;sao paulo;brazil;8;0;8;8;8;0;;;;
;instituto adolfo lutz;instituition;sao paulo;sao paulo;brazil;4;0;4;8;8;0;;;;
;agencia paulista de tecnologia dos agronegocios;instituition;sao paulo;sao paulo;brazil;8;0;8;8;8;0;;;;
;escola de administracao de empresas de sao paulo;instituition;sao paulo;sao paulo;brazil;4;0;4;8;8;0;;;;
;fundacao jorge duprat figueiredo de seguranca e medicina do trabalho;instituition;sao paulo;sao paulo;brazil;6;0;6;8;8;0;;;;
;fundacao oswaldo cruz;instituition;curitiba;parana;brazil;6;0;6;8;8;0;;;;
;faculdades integradas silva e souza;instituition;rio de janeiro;rio de janeiro;brazil;2;0;2;8;8;0;;;;
;faculdade de tecnologia e ciencias;instituition;salvador;bahia;brazil;6;0;6;8;8;0;;;;
;faculdade de ciencias economicas;instituition;campinas;sao paulo;brazil;4;0;4;8;8;0;;;;
;universite de paris iii sorbonne nouvelle;instituition;paris;í¬le-de-france;france;7;0;7;8;8;0;;;;
;universite paris ouest nanterre la defense;instituition;paris;í¬le-de-france;france;8;0;8;8;8;0;;;;
;faculdade machado sobrinho;instituition;juiz de fora;minas gerais;brazil;3;0;3;8;8;0;;;;
;universidad carlos iii de madrid;instituition;madrid;madrid;spain;7;0;7;8;8;0;;;;
;imperial college of science technology and medicine;instituition;london;england;united kingdom;6;0;6;8;8;0;;;;
;wageningen university;instituition;wageningen;gelderland;netherlands;8;0;8;8;8;0;;;;
;instituto teologico franciscano;instituition;petropolis;rio de janeiro;brazil;7;0;7;8;8;0;;;;
;university of michigan ann arbor;instituition;ann arbor;michigan;united states;8;0;8;8;8;0;;;;
;centro universitario de franca;instituition;franca;sao paulo;brazil;3;0;3;8;8;0;;;;
;duke university;instituition;cedar rapids;iowa;united states;7;0;7;8;8;0;;;;
;fundacao de ensino euripides soares da rocha;instituition;marilia;sao paulo;brazil;6;0;6;8;8;0;;;;
;universidad de cordoba espanha;instituition;cordoba;andalusia;spain;4;0;4;8;8;0;;;;
;iowa state university;instituition;ames;iowa;united states;7;0;7;8;8;0;;;;
;instituto do coracao;instituition;cachoeiro de itapemirim;espirito santo;brazil;6;0;6;8;8;0;;;;
;institut national polytechnique de toulouse;instituition;toulouse;midi-pyrí©ní©es;france;8;0;8;8;8;0;;;;
;university of aberdeen;instituition;aberdeen;scotland;united kingdom;8;0;8;8;8;0;;;;
;oklahoma state university;instituition;stillwater;oklahoma;united states;8;0;8;8;8;0;;;;
;university of utah;instituition;salt lake city;utah;united states;7;0;7;8;8;0;;;;
;university of calgary;instituition;calgary;alberta;canada;8;0;8;8;8;0;;;;
;universidade do algarve;instituition;faro;faro;portugal;8;0;8;8;8;0;;;;
;mississippi state university;instituition;starkville;mississippi;united states;7;0;7;8;8;0;;;;
;universita di pisa;instituition;pisa;tuscany;italy;7;0;7;8;8;0;;;;
;centro universitario de sete lagoas;instituition;sete lagoas;minas gerais;brazil;4;0;4;8;8;0;;;;
;universidad de deusto;instituition;bilbao;basque country;spain;7;0;7;8;8;0;;;;
;faculdades integradas urubupunga;instituition;pereira barreto;sao paulo;brazil;6;0;6;8;8;0;;;;
;faculdade de enfermagem do hospital israelita albert einstein;instituition;sao paulo;sao paulo;brazil;2;0;2;8;8;0;;;;
;instituto federal do sudeste de minas gerais;instituition;juiz de fora;minas gerais;brazil;8;0;8;8;8;0;;;;
;universidade federal de pelotas;instituition;pelotas;rio grande do sul;brazil;6;0;6;8;8;0;;;;
;universidade federal de mato grosso do sul;instituition;campo grande;mato grosso do sul;brazil;8;0;8;8;8;0;;;;
;universidade federal de sergipe;instituition;sao cristovao;sergipe;brazil;8;0;8;8;8;0;;;;
;universidade federal de campina grande;instituition;campina grande;paraiba;brazil;7;0;7;8;8;0;;;;
;pontificia universidade catolica de minas gerais;instituition;belo horizonte;minas gerais;brazil;8;0;8;8;8;0;;;;
;faculdade de filosofia ciencias e letras de duque de caxias;instituition;duque de caxias;rio de janeiro;brazil;4;0;4;8;8;0;;;;
;uniao das faculdades dos grandes lagos;instituition;sao jose do rio preto;sao paulo;brazil;6;0;6;8;8;0;;;;
;uppsala universitet;instituition;uppsala;uppsala;sweden;5;0;5;8;8;0;;;;
;faculdade de filosofia ciencias e letras de macae;instituition;macae;rio de janeiro;brazil;7;0;7;8;8;0;;;;
;instituto de ensino superior e pesquisa;instituition;divinopolis;minas gerais;brazil;6;0;6;8;8;0;;;;
;university of ottawa;instituition;ottawa;ontario;canada;7;0;7;7;7;0;;;;
;instituto butantan;instituition;sao paulo;sao paulo;brazil;3;0;3;7;7;0;;;;
;centro universitario claretiano;instituition;sao paulo;sao paulo;brazil;5;0;5;7;7;0;;;;
;faculdade mozarteum de sao paulo;instituition;sao paulo;sao paulo;brazil;4;0;4;7;7;0;;;;
;fundacao instituto de fisica teorica;instituition;sao paulo;sao paulo;brazil;6;0;6;7;7;0;;;;
;escola superior de guerra;instituition;rio de janeiro;rio de janeiro;brazil;6;0;6;7;7;0;;;;
;escola de guerra naval;instituition;rio de janeiro;rio de janeiro;brazil;4;0;4;7;7;0;;;;
;faculdade sao judas tadeu;instituition;rio de janeiro;rio de janeiro;brazil;4;0;4;7;7;0;;;;
;centro universitario moacyr sreder bastos;instituition;rio de janeiro;rio de janeiro;brazil;2;0;2;7;7;0;;;;
;escola superior de ensino helena antipoff;instituition;niteroi;rio de janeiro;brazil;3;0;3;7;7;0;;;;
;centro universitario monte serrat;instituition;santos;sao paulo;brazil;3;0;3;7;7;0;;;;
;universidade de salamanca;instituition;salamanca;madrid;spain;6;0;6;7;7;0;;;;
;faculdade dehoniana;instituition;taubate;sao paulo;brazil;7;0;7;7;7;0;;;;
;faculdade salesiana do nordeste;instituition;recife;pernambuco;brazil;1;0;1;7;7;0;;;;
;centro universitario herminio ometto;instituition;araras;sao paulo;brazil;3;0;3;7;7;0;;;;
;universidade de barcelona;instituition;barcelona;catalonia;spain;7;0;7;7;7;0;;;;
;centro universitario cesmac;instituition;maceio;alagoas;brazil;4;0;4;7;7;0;;;;
;university of rochester;instituition;rochester;new york;united states;7;0;7;7;7;0;;;;
;centro universitario de anapolis;instituition;anapolis;goias;brazil;4;0;4;7;7;0;;;;
;politecnico di torino;instituition;turin;piedmont;italy;6;0;6;7;7;0;;;;
;universitat politecnica de valencia;instituition;valencia;valencia;spain;5;0;5;7;7;0;;;;
;kyoto university;instituition;kyoto;kyÅçto;japan;6;0;6;7;7;0;;;;
;syracuse university;instituition;syracuse;new york;united states;7;0;7;7;7;0;;;;
;university of copenhagen;instituition;copenhagen;capital region;denmark;4;0;4;7;7;0;;;;
;universidad de vigo;instituition;vigo;galicia;spain;4;0;4;7;7;0;;;;
;utrecht university;instituition;utrecht;utrecht;netherlands;7;0;7;7;7;0;;;;
;conservatoire national des arts et metiers;instituition;colmar;alsace;france;6;0;6;7;7;0;;;;
;university of york;instituition;york;england;united kingdom;7;0;7;7;7;0;;;;
;faculdade de zootecnia e engenharia de alimentos;instituition;pirassununga;sao paulo;brazil;5;0;5;7;7;0;;;;
;faculdade evangelica do meio norte;instituition;coroata;maranhao;brazil;7;0;7;7;7;0;;;;
;universidade estacio de sa;instituition;rio de janeiro;rio de janeiro;brazil;4;0;4;7;7;0;;;;
;instituto federal farroupilha;instituition;santa maria;rio grande do sul;brazil;5;0;5;7;7;0;;;;
;pontificia universidade catolica do rio grande do sul;instituition;porto alegre;rio grande do sul;brazil;5;0;5;7;7;0;;;;
;universidade federal de ouro preto;instituition;ouro preto;minas gerais;brazil;7;0;7;7;7;0;;;;
;universidade federal do espirito santo;instituition;vitoria;espirito santo;brazil;7;0;7;7;7;0;;;;
;instituto nacional de pesquisas da amazonia;instituition;manaus;amazonas;brazil;7;0;7;7;7;0;;;;
;faculdades integradas de sao carlos;instituition;sao carlos;sao paulo;brazil;6;0;6;7;7;0;;;;
;universite de toulouse ii le mirail;instituition;blagnac;midi-pyrí©ní©es;france;7;0;7;7;7;0;;;;
;faculdade uniao das americas;instituition;foz do iguacu;parana;brazil;5;0;5;7;7;0;;;;
;centro universitario do espirito santo;instituition;colatina;espirito santo;brazil;5;0;5;7;7;0;;;;
;faculdade de tecnologia de americana;instituition;americana;sao paulo;brazil;6;0;6;7;7;0;;;;
;faculdade de filosofia ciencias e letras de itapetininga;instituition;itapetininga;sao paulo;brazil;6;0;6;7;7;0;;;;
;centro universitario capital;instituition;sao paulo;sao paulo;brazil;3;0;3;7;7;0;;;;
;instituto municipal de ensino superior de assis;instituition;assis;sao paulo;brazil;4;0;4;7;7;0;;;;
;instituto luterano de ensino superior de itumbiara;instituition;itumbiara;goias;brazil;3;0;3;7;7;0;;;;
;faculdade de americana;instituition;americana;sao paulo;brazil;4;0;4;7;7;0;;;;
;hospital do servidor publico estadual;instituition;sao paulo;sao paulo;brazil;2;0;2;6;6;0;;;;
;associacao de medicina intensiva brasileira;instituition;sao paulo;sao paulo;brazil;4;0;4;6;6;0;;;;
;instituto oceanografico da universidade de sao paulo;instituition;sao paulo;sao paulo;brazil;2;0;2;6;6;0;;;;
;universidade federal do rio grande;instituition;rio grande;rio grande do sul;brazil;6;0;6;6;6;0;;;;
;universidade federal do amazonas;instituition;manaus;amazonas;brazil;6;0;6;6;6;0;;;;
;sociedade brasileira de pediatria;instituition;rio de janeiro;rio de janeiro;brazil;4;0;4;6;6;0;;;;
;instituto de biofisica carlos chagas filho;instituition;rio de janeiro;rio de janeiro;brazil;3;0;3;6;6;0;;;;
;hospital dos servidores do estado do rio de janeiro;instituition;rio de janeiro;rio de janeiro;brazil;6;0;6;6;6;0;;;;
;sociedade de promocao social do fissurado labio palatal;instituition;bauru;sao paulo;brazil;6;0;6;6;6;0;;;;
;centro universitario franciscano do parana;instituition;curitiba;parana;brazil;4;0;4;6;6;0;;;;
;ministerio da educacao;instituition;brasilia;federal district;brazil;5;0;5;6;6;0;;;;
;conselho federal de psicologia;instituition;brasilia;federal district;brazil;6;0;6;6;6;0;;;;
;conselho federal de fonoaudiologia;instituition;brasilia;federal district;brazil;6;0;6;6;6;0;;;;
;escola superior de relacoes publicas;instituition;recife;pernambuco;brazil;5;0;5;6;6;0;;;;
;instituto federal de educacao ciencia e tecnologia do ceara;instituition;fortaleza;ceara;brazil;2;0;2;6;6;0;;;;
;universidade federal de juiz de fora;instituition;juiz de fora;minas gerais;brazil;6;0;6;6;6;0;;;;
;imperial college london south kensington campus;instituition;london;england;united kingdom;6;0;6;6;6;0;;;;
;faculdades associadas de uberaba;instituition;uberaba;minas gerais;brazil;6;0;6;6;6;0;;;;
;escola superior aberta do brasil;instituition;vila velha;espirito santo;brazil;5;0;5;6;6;0;;;;
;centro universitario la salle;instituition;canoas;rio grande do sul;brazil;6;0;6;6;6;0;;;;
;fundacao universidade federal de rondonia;instituition;porto velho;rondonia;brazil;6;0;6;6;6;0;;;;
;universite bordeaux 1 sciences et technologies;instituition;bordeaux;aquitaine;france;6;0;6;6;6;0;;;;
;the state university of new jersey new brunswick;instituition;new brunswick;new jersey;united states;5;0;5;6;6;0;;;;
;texas a&m university;instituition;college station;texas;united states;6;0;6;6;6;0;;;;
;the university of sydney;instituition;sydney;new south wales;australia;4;0;4;6;6;0;;;;
;emory university;instituition;atlanta;georgia;united states;5;0;5;6;6;0;;;;
;utah state university;instituition;logan;utah;united states;6;0;6;6;6;0;;;;
;goethe universitat frankfurt am main;instituition;frankfurt am main;hesse;germany;6;0;6;6;6;0;;;;
;the university of queensland;instituition;brisbane;queensland;australia;5;0;5;6;6;0;;;;
;university of kentucky;instituition;lexington;kentucky;united states;6;0;6;6;6;0;;;;
;lund university;instituition;lund;skí«ne;sweden;5;0;5;6;6;0;;;;
;university of colorado;instituition;boulder;colorado;united states;6;0;6;6;6;0;;;;
;karlsruher institut fur technologie;instituition;karlsruhe;baden-wí_rttemberg region;germany;5;0;5;6;6;0;;;;
;university of leicester;instituition;leicester;england;united kingdom;5;0;5;6;6;0;;;;
;fundacao educacional monsenhor messias;instituition;sete lagoas;minas gerais;brazil;5;0;5;6;6;0;;;;
;faculdade de educacao de guaratingueta;instituition;guaratingueta;sao paulo;brazil;6;0;6;6;6;0;;;;
;faculdade redentor;instituition;itaperuna;rio de janeiro;brazil;6;0;6;6;6;0;;;;
;faculdade de direito milton campos;instituition;nova lima;minas gerais;brazil;3;0;3;6;6;0;;;;
;faculdades integradas de cataguases;instituition;cataguases;minas gerais;brazil;4;0;4;6;6;0;;;;
;faculdade presbiteriana gammon;instituition;lavras;minas gerais;brazil;2;0;2;6;6;0;;;;
;universidade estadual de londrina;instituition;londrina;parana;brazil;5;0;5;6;6;0;;;;
;faculdade angel vianna;instituition;rio de janeiro;rio de janeiro;brazil;4;0;4;6;6;0;;;;
;universidade presbiteriana mackenzie;instituition;sao paulo;sao paulo;brazil;5;0;5;6;6;0;;;;
;universidade tecnologica federal do parana;instituition;curitiba;parana;brazil;5;0;5;6;6;0;;;;
;universidade de franca;instituition;franca;sao paulo;brazil;6;0;6;6;6;0;;;;
;universidade de caxias do sul;instituition;caxias do sul;rio grande do sul;brazil;6;0;6;6;6;0;;;;
;universidade do estado de minas gerais;instituition;belo horizonte;minas gerais;brazil;5;0;5;6;6;0;;;;
;centro de pesquisa e desenvolvimento leopoldo americo miguez de mello;instituition;rio de janeiro;rio de janeiro;brazil;5;0;5;6;6;0;;;;
;centro universitario luterano de manaus;instituition;manaus;amazonas;brazil;4;0;4;6;6;0;;;;
;centro universitario de ensino superior do amazonas;instituition;manaus;amazonas;brazil;3;0;3;6;6;0;;;;
;centro universitario de lins;instituition;lins;sao paulo;brazil;6;0;6;6;6;0;;;;
;faculdade de educacao ciencias e letras don domenico;instituition;guaruja;sao paulo;brazil;5;0;5;6;6;0;;;;
